Session,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Retell,SAQ,WCPM_consistency
40964,0.9545454545454546,1.0,1.0,1.0,0.8636363636363636,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,0.7727272727272727,1.0,1.0,1.0,1.0,0.8636363636363636,2.1283333333333334,0.3333333333333333,0.06856023506366309
41105,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.6363636363636364,0.9090909090909091,0.9545454545454546,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.3215000000000001,0.5,0.18823529411764708
48418,0.8636363636363636,0.8636363636363636,0.8181818181818182,0.8181818181818182,0.7727272727272727,0.8636363636363636,0.09090909090909091,0.5454545454545454,1.0,1.0,0.6363636363636364,0.6363636363636364,0.8636363636363636,0.9090909090909091,0.3181818181818182,0.5454545454545454,0.7272727272727273,0.7272727272727273,1.0,0.9545454545454546,1.9946666666666666,0.9166666666666666,0.32508250825082513
38071,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.9444444444444444,0.8333333333333334,1.0,0.2,0.36363636363636365,0.6666666666666666,1.0,1.0,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.4444444444444444,0.5555555555555556,0.75,1.0,1.0,0.7727272727272727,3.0214999999999996,0.6666666666666666,0.5110294117647058
46836,0.95,0.85,0.9,0.9,0.8,0.9,0.7,0.5,1.0,1.0,0.7777777777777778,0.65,0.65,0.8,0.9,0.7,0.9,0.9,1.0,0.9,1.2028333333333334,0.5,0.31006160164271046
50031,1.0,1.0,0.9545454545454546,1.0,1.0,0.9545454545454546,0.45454545454545453,1.0,0.9090909090909091,1.0,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.8636363636363636,0.8181818181818182,1.0,0.8181818181818182,1.0,1.0,0.9545454545454546,3.4648333333333334,0.75,0.22166998011928427
30915,0.7142857142857143,0.5,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,0.9166666666666666,0.75,0.08333333333333333,0.2857142857142857,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.45454545454545453,1.8305,0.5,0.44607843137254904
42279,0.9090909090909091,0.9090909090909091,0.8636363636363636,0.9545454545454546,0.8636363636363636,0.9545454545454546,0.45454545454545453,0.7272727272727273,1.0,1.0,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.6363636363636364,1.0,0.9,0.8181818181818182,0.9090909090909091,0.8333333333333334,2.2159999999999997,0.4166666666666667,0.48280802292263614
48155,0.9,0.65,0.6,0.55,0.7,0.6,0.0,0.8888888888888888,1.0,1.0,0.5,0.55,0.75,0.8,0.4,1.0,0.8,0.5,1.0,0.8636363636363636,2.264,0.75,0.19343696027633844
30908,0.8333333333333334,0.9583333333333334,0.8333333333333334,0.9166666666666666,0.75,0.9583333333333334,0.5,0.75,0.6666666666666666,0.5833333333333334,0.6363636363636364,0.75,0.7916666666666666,0.875,0.6666666666666666,1.0,1.0,1.0,1.0,0.9583333333333334,3.1854999999999998,0.8333333333333334,0.4882978723404256
50941,0.9545454545454546,1.0,1.0,1.0,0.8636363636363636,1.0,0.6363636363636364,0.9090909090909091,0.7272727272727273,1.0,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.9545454545454546,0.9090909090909091,1.0,1.0,1.0,1.0,0.9444444444444444,3.2883333333333336,0.6666666666666666,0.07407407407407404
47041,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.9090909090909091,0.9090909090909091,1.0,1.0,0.5454545454545454,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,3.433666666666667,0.5833333333333334,0.13774104683195593
35171,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,0.6363636363636364,0.9090909090909091,1.0,0.45454545454545453,0.5909090909090909,0.8181818181818182,0.8636363636363636,0.8181818181818182,0.7272727272727273,1.0,0.8181818181818182,1.0,0.9545454545454546,3.299,0.5833333333333334,0.434715821812596
31788,1.0,0.9583333333333334,0.9166666666666666,1.0,0.9166666666666666,0.9583333333333334,0.9166666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,0.9166666666666666,1.0,1.0,1.0,3.551833333333333,0.5833333333333334,0.2074468085106382
41120,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.8636363636363636,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.5454545454545454,0.9090909090909091,1.0,0.9090909090909091,1.0,2.9025,0.5,0.306578947368421
44169,0.8,0.8,0.8,0.9,0.95,0.9,0.2,0.8181818181818182,0.8,1.0,0.9,0.75,0.9,1.0,0.7,1.0,0.9,0.7,1.0,0.9090909090909091,2.9741666666666666,0.5833333333333334,0.13740458015267176
46117,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.75,0.625,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.9166666666666666,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.625,2.5211666666666663,0.5833333333333334,0.1786447638603695
47002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6818181818181818,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2178333333333335,0.5,0.09790979097909797
47361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7272727272727273,1.0,0.9545454545454546,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,3.1799999999999997,0.75,0.07974276527331194
47421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36363636363636365,1.0,0.9545454545454546,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,3.6603333333333334,0.5833333333333334,0.12247191011235961
47502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9545454545454546,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,2.724,0.9166666666666666,0.15768725361366623
47824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.9090909090909091,1.0,0.36363636363636365,1.0,1.0,0.9545454545454546,0.9090909090909091,1.0,0.9090909090909091,1.0,1.0,1.0,3.467333333333334,0.5833333333333334,0.07515527950310555
48410,1.0,1.0,1.0,1.0,0.9545454545454546,0.9545454545454546,0.8181818181818182,0.8181818181818182,0.9090909090909091,1.0,0.9090909090909091,1.0,1.0,1.0,0.7272727272727273,1.0,0.8181818181818182,1.0,1.0,1.0,3.9441666666666664,0.9166666666666666,0.02683896620278319
48821,1.0,0.7727272727272727,0.8181818181818182,0.8636363636363636,0.7272727272727273,0.7272727272727273,0.0,0.8181818181818182,0.8181818181818182,1.0,0.6363636363636364,0.6818181818181818,0.7272727272727273,0.9090909090909091,0.6363636363636364,1.0,0.8181818181818182,1.0,1.0,1.0,3.0110000000000006,0.8333333333333334,0.1833773087071241
49373,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9545454545454546,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,2.26,0.6666666666666666,0.19180819180819184
50212,1.0,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.8636363636363636,0.8636363636363636,0.18181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.9545454545454546,0.8181818181818182,0.9090909090909091,0.6818181818181818,1.0,0.8181818181818182,1.0,1.0,1.0,3.6176666666666666,1.0,0.488235294117647
50232,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.7272727272727273,1.0,1.0,0.7272727272727273,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,1.0,0.9090909090909091,1.0,1.0,1.0,2.5565,0.5833333333333334,0.24457994579945805
50666,0.95,1.0,0.8888888888888888,1.0,1.0,1.0,0.9,0.7777777777777778,1.0,1.0,0.4444444444444444,0.9444444444444444,0.5555555555555556,0.8888888888888888,0.8888888888888888,1.0,1.0,0.9,0.9,0.8636363636363636,0.5345,1.0,0.4056029232643118
52324,0.9545454545454546,0.9545454545454546,0.9545454545454546,1.0,0.7727272727272727,0.9545454545454546,0.5454545454545454,1.0,1.0,1.0,0.9090909090909091,0.8181818181818182,1.0,1.0,0.6818181818181818,1.0,1.0,1.0,1.0,1.0,3.4256666666666664,0.8333333333333334,0.183368869936034
31942,0.8636363636363636,0.8636363636363636,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.0,0.18181818181818182,0.7272727272727273,1.0,0.6363636363636364,0.7727272727272727,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.9090909090909091,0.8181818181818182,1.0,1.0,1.0,3.035166666666667,0.5833333333333334,0.1311053984575836
32192,0.8636363636363636,0.6,0.65,0.65,0.65,0.6,0.0,0.0,0.8,0.9,0.2727272727272727,0.2727272727272727,0.4090909090909091,0.5909090909090909,0.5,0.6,0.8,0.2727272727272727,0.8181818181818182,0.8636363636363636,3.1176666666666666,0.5,0.308641975308642
40760,0.8636363636363636,0.6363636363636364,0.6818181818181818,0.7272727272727273,0.7727272727272727,0.7727272727272727,0.09090909090909091,0.36363636363636365,0.7272727272727273,1.0,0.2727272727272727,0.8181818181818182,0.7727272727272727,0.8636363636363636,0.5,0.45454545454545453,0.7272727272727273,0.7272727272727273,0.8181818181818182,1.0,2.4848333333333334,0.5833333333333334,0.1743243243243244
44086,0.9545454545454546,0.9,0.9090909090909091,0.9545454545454546,0.8181818181818182,0.9545454545454546,0.45454545454545453,0.7272727272727273,0.9090909090909091,1.0,0.6363636363636364,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,1.1900000000000002,0.75,0.4799999999999999
49197,0.9545454545454546,1.0,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,0.9090909090909091,1.0,0.7272727272727273,0.9545454545454546,0.8636363636363636,0.9090909090909091,0.8181818181818182,1.0,0.9090909090909091,1.0,1.0,1.0,2.686833333333333,0.8333333333333334,0.1309719934102141
50030,1.0,1.0,1.0,1.0,0.8636363636363636,0.9545454545454546,0.7272727272727273,1.0,1.0,1.0,0.7272727272727273,0.9545454545454546,0.7727272727272727,0.8636363636363636,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,2.8665,0.6666666666666666,0.21271186440677972
52490,1.0,1.0,0.9545454545454546,1.0,0.8636363636363636,0.9545454545454546,0.6363636363636364,1.0,1.0,1.0,0.9090909090909091,0.9545454545454546,0.8181818181818182,0.8181818181818182,0.7272727272727273,1.0,0.9090909090909091,1.0,1.0,1.0,3.228666666666667,0.8333333333333334,0.22345803842264922
46990,0.9,0.9,0.85,0.9,0.95,0.9,0.4,0.9,0.8,1.0,0.6,0.7,0.5,0.75,0.8,1.0,0.8,0.8,1.0,0.9090909090909091,3.2518333333333334,0.6666666666666666,0.6824817518248175
47894,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,0.7272727272727273,0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,3.2675,0.5833333333333334,0.11958146487294469
48927,0.9545454545454546,0.9545454545454546,1.0,1.0,0.9545454545454546,1.0,0.36363636363636365,1.0,0.7272727272727273,1.0,0.8181818181818182,0.9090909090909091,0.9545454545454546,0.9545454545454546,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,3.655666666666667,0.6666666666666666,0.4171066525871172
49703,0.9090909090909091,1.0,1.0,1.0,0.8636363636363636,1.0,0.45454545454545453,1.0,0.9090909090909091,1.0,0.8181818181818182,0.9090909090909091,1.0,0.9090909090909091,0.7272727272727273,1.0,0.9090909090909091,1.0,1.0,1.0,3.8158333333333334,0.75,0.13196480938416422
49841,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,0.9090909090909091,0.8181818181818182,1.0,0.9545454545454546,1.0,0.9545454545454546,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,3.875,1.0,0.2581852198316183
51264,0.8636363636363636,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.7727272727272727,0.8636363636363636,0.8181818181818182,0.6363636363636364,0.6363636363636364,1.0,0.45454545454545453,0.36363636363636365,0.5909090909090909,0.6818181818181818,0.7272727272727273,1.0,0.5454545454545454,1.0,1.0,0.9166666666666666,2.46,1.0,0.1658536585365853
52113,1.0,1.0,0.95,0.9,0.85,1.0,0.36363636363636365,0.8181818181818182,0.9090909090909091,1.0,0.7272727272727273,0.7727272727272727,0.7272727272727273,0.8181818181818182,0.5909090909090909,1.0,0.9090909090909091,1.0,1.0,1.0,2.8014999999999994,0.5833333333333334,0.24629418472063846
47912,0.9166666666666666,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.875,0.9583333333333334,0.5833333333333334,1.0,0.9166666666666666,1.0,0.4166666666666667,0.4583333333333333,0.75,0.7916666666666666,0.9166666666666666,1.0,0.9166666666666666,0.6666666666666666,1.0,1.0,2.8036666666666665,0.5,0.07400379506641364
51727,1.0,1.0,1.0,1.0,1.0,1.0,0.7272727272727273,0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,0.7727272727272727,1.0,1.0,1.0,1.0,1.0,3.3048333333333333,0.9166666666666666,0.07981220657276987
32239,0.9545454545454546,1.0,0.9545454545454546,1.0,0.9090909090909091,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,0.8636363636363636,0.8181818181818182,0.8181818181818182,0.8636363636363636,1.0,0.9090909090909091,1.0,1.0,1.0,3.9418333333333333,0.4166666666666667,0.22141372141372137
41091,0.9545454545454546,0.9545454545454546,0.9090909090909091,0.8636363636363636,0.9090909090909091,0.9545454545454546,0.18181818181818182,0.9090909090909091,1.0,1.0,0.9090909090909091,0.8636363636363636,0.9545454545454546,0.9090909090909091,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,3.153166666666667,0.6666666666666666,0.14193548387096774
47363,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.7272727272727273,1.0,0.9090909090909091,1.0,0.6363636363636364,1.0,0.9545454545454546,0.9090909090909091,0.7727272727272727,1.0,1.0,1.0,1.0,1.0,1.939,0.4166666666666667,0.5372881355932203
47464,0.9090909090909091,1.0,1.0,1.0,1.0,0.9545454545454546,0.9090909090909091,0.9090909090909091,1.0,1.0,0.36363636363636365,1.0,0.8636363636363636,0.9545454545454546,0.9545454545454546,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,3.361166666666667,0.6666666666666666,0.12589928057553956
49599,1.0,1.0,1.0,1.0,1.0,0.9545454545454546,0.6363636363636364,1.0,1.0,1.0,0.9090909090909091,0.9545454545454546,1.0,1.0,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,3.221,0.8333333333333334,0.20027624309392264
49661,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.6363636363636364,0.9090909090909091,0.9090909090909091,1.0,0.8181818181818182,1.0,0.9545454545454546,0.9090909090909091,0.5454545454545454,1.0,0.8181818181818182,1.0,1.0,1.0,2.6488333333333336,0.9166666666666666,0.32371134020618564
49698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091,0.6363636363636364,0.8,1.0,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,3.7008333333333336,0.6666666666666666,0.31978931527464266
50061,1.0,1.0,1.0,1.0,0.95,1.0,0.8,0.7,0.9,1.0,1.0,0.8,0.7,0.8,1.0,1.0,1.0,1.0,0.9,1.0,3.6275,0.8333333333333334,0.1414027149321267
50103,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,0.6363636363636364,0.9090909090909091,1.0,0.7272727272727273,1.0,1.0,1.0,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,3.685833333333333,1.0,0.13787510137875114
50118,1.0,1.0,1.0,1.0,0.8636363636363636,1.0,1.0,1.0,0.7272727272727273,1.0,0.5454545454545454,1.0,1.0,0.9545454545454546,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,2.689666666666667,0.8333333333333334,0.22279792746113974
50193,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,0.5454545454545454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7016666666666667,0.9166666666666666,0.20730938878386898
50687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091,0.6363636363636364,0.7272727272727273,1.0,0.9545454545454546,1.0,0.8181818181818182,1.0,0.9090909090909091,1.0,1.0,1.0,3.2773333333333334,1.0,0.05244755244755245
53536,0.9545454545454546,0.9545454545454546,0.9090909090909091,1.0,0.9545454545454546,1.0,0.5454545454545454,0.9090909090909091,1.0,1.0,0.8181818181818182,0.8636363636363636,0.9090909090909091,1.0,0.9545454545454546,1.0,0.9090909090909091,1.0,1.0,1.0,3.998666666666667,0.6666666666666666,0.28761904761904766
32205,1.0,1.0,0.9545454545454546,0.9545454545454546,0.7727272727272727,0.9545454545454546,0.7272727272727273,0.7272727272727273,0.9090909090909091,1.0,0.8181818181818182,0.4090909090909091,0.45454545454545453,0.8181818181818182,0.7727272727272727,0.5454545454545454,0.7272727272727273,1.0,1.0,1.0,2.8218333333333336,0.4166666666666667,0.8736964078794901
32213,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,0.5454545454545454,0.9090909090909091,1.0,1.0,0.8181818181818182,0.8636363636363636,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,1.0,3.9308333333333336,0.6666666666666666,0.1716649431230611
48972,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.9193333333333333,0.8333333333333334,0.02276559865092751
49581,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.36363636363636365,1.0,1.0,1.0,0.9090909090909091,0.8636363636363636,0.8636363636363636,0.9545454545454546,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,3.4406666666666665,0.75,0.16704545454545458
51042,0.9090909090909091,0.9545454545454546,1.0,1.0,0.8181818181818182,1.0,0.7272727272727273,0.7272727272727273,1.0,1.0,1.0,0.8181818181818182,0.9090909090909091,0.9545454545454546,0.8181818181818182,0.7272727272727273,1.0,1.0,0.9090909090909091,1.0,3.3555000000000006,0.9166666666666666,0.5166872682323856
53212,0.9090909090909091,0.9090909090909091,0.9545454545454546,0.9090909090909091,0.7272727272727273,0.9090909090909091,0.45454545454545453,1.0,1.0,1.0,0.6,0.5909090909090909,0.7272727272727273,0.9090909090909091,0.7727272727272727,1.0,0.9090909090909091,1.0,1.0,0.9545454545454546,2.856,0.4166666666666667,0.2719298245614034
53264,1.0,0.9545454545454546,0.9545454545454546,1.0,0.9545454545454546,1.0,0.7272727272727273,0.36363636363636365,0.7272727272727273,0.8181818181818182,0.45454545454545453,1.0,0.5454545454545454,0.6818181818181818,0.7272727272727273,0.8181818181818182,0.9090909090909091,1.0,0.9090909090909091,1.0,2.3588333333333336,0.8333333333333334,0.14553638409602393
42307,0.9090909090909091,0.8636363636363636,0.8181818181818182,0.9545454545454546,0.6818181818181818,0.85,0.6363636363636364,1.0,1.0,1.0,0.5454545454545454,0.45454545454545453,0.6818181818181818,0.7727272727272727,0.7272727272727273,1.0,0.9090909090909091,0.6363636363636364,1.0,0.95,3.012333333333333,0.5833333333333334,0.2894168466522678
50020,1.0,0.9166666666666666,0.875,0.875,0.7916666666666666,0.8333333333333334,0.25,0.6666666666666666,1.0,1.0,1.0,0.75,0.9583333333333334,0.875,0.5,1.0,1.0,1.0,1.0,1.0,2.1995,0.5833333333333334,0.07868020304568532
47043,0.9545454545454546,1.0,1.0,1.0,0.9545454545454546,1.0,0.8181818181818182,1.0,1.0,1.0,0.7272727272727273,0.9545454545454546,0.9090909090909091,0.9545454545454546,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,0.5836666666666667,0.5833333333333334,0.20673076923076922
47092,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,0.7272727272727273,1.0,1.0,0.6363636363636364,1.0,0.9545454545454546,1.0,0.6818181818181818,0.8181818181818182,0.9090909090909091,1.0,1.0,1.0,2.6313333333333335,0.16666666666666666,0.2984409799554566
47767,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.7727272727272727,0.7727272727272727,0.7272727272727273,0.0,0.36363636363636365,0.7,0.9,0.5454545454545454,0.5909090909090909,0.8181818181818182,0.8636363636363636,0.5454545454545454,0.7272727272727273,0.7,0.6363636363636364,1.0,0.9545454545454546,0.09566666666666666,0.5,0.11464968152866235
52743,1.0,0.8,0.75,0.8,0.8,0.8,0.2,0.8,1.0,1.0,0.1,0.1,0.45,0.75,0.65,0.6,0.9,0.4,1.0,1.0,1.5735000000000001,0.8333333333333334,0.5527950310559004
50645,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.6363636363636364,0.9090909090909091,1.0,1.0,0.9090909090909091,1.0,0.9545454545454546,1.0,0.8181818181818182,1.0,0.9090909090909091,1.0,1.0,1.0,3.1493333333333333,0.9166666666666666,0.23474663908996884
50918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,0.75,1.0,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0500000000000003,0.9166666666666666,0.13189964157706097
45071,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.5454545454545454,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.5454545454545454,0.9090909090909091,0.9090909090909091,1.0,1.0,2.221166666666667,0.75,0.49174078780177893
47388,1.0,1.0,1.0,1.0,1.0,1.0,0.6363636363636364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7727272727272727,1.0,1.0,1.0,1.0,1.0,3.436666666666666,0.9166666666666666,0.15285714285714289
49998,0.9545454545454546,1.0,1.0,0.9545454545454546,0.9090909090909091,0.9545454545454546,0.6363636363636364,0.9090909090909091,1.0,1.0,0.7272727272727273,1.0,1.0,0.9090909090909091,0.7727272727272727,1.0,1.0,1.0,1.0,1.0,3.589,0.8333333333333334,0.31789473684210534
32258,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.25,0.375,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.2727272727272727,1.8936666666666664,0.5833333333333334,0.963235294117647
42972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.045454545454545456,2.5161666666666664,0.25,0.43390804597701155
31525,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.4166666666666667,0.5833333333333334,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,0.4090909090909091,1.782,0.3333333333333333,0.34504792332268375
