session,response,sframe,nframes,word
30908,544695,0,86,<eps>
30908,544695,86,38,<backoff1>
30908,544695,124,154,<eps>
30908,544695,278,84,has
30908,544695,362,3,a
30908,544695,365,57,plant
30908,544695,422,17,<eps>
30908,544695,439,20,and
30908,544695,459,49,a
30908,544695,508,13,<eps>
30908,544695,521,27,pot
30908,544695,548,40,<eps>
30908,544695,588,9,the
30908,544695,597,36,<eps>
30908,544695,633,18,kids
30908,544695,651,24,<eps>
30908,544695,675,22,will
30908,544695,697,63,learn
30908,544695,760,77,<eps>
30908,544695,837,83,to
30908,544695,920,47,<eps>
30908,544695,967,104,take
30908,544695,1071,3,<eps>
30908,544695,1074,23,care
30908,544695,1097,58,of
30908,544695,1155,24,<eps>
30908,544695,1179,106,the
30908,544695,1285,86,<eps>
30908,544695,1371,66,houseplants
30908,544695,1437,8,<backoff1>
30908,544695,1445,31,is
30908,544695,1476,15,<eps>
30908,544695,1491,52,learning
30908,544695,1543,35,<eps>
30908,544695,1578,28,to
30908,544695,1606,67,<eps>
30908,544695,1673,35,grow
30908,544695,1708,75,plants
30908,544695,1783,94,<eps>
30908,544695,1877,33,each
30908,544695,1910,51,student
30908,544695,1961,42,has
30908,544695,2003,4,<eps>
30908,544695,2007,16,a
30908,544695,2023,42,plant
30908,544695,2065,42,<eps>
30908,544695,2107,35,and
30908,544695,2142,3,<eps>
30908,544695,2145,36,a
30908,544695,2181,26,<eps>
30908,544695,2207,78,pot
30908,544695,2285,3,<eps>
30908,544695,2288,23,the
30908,544695,2311,38,kids
30908,544695,2349,28,will
30908,544695,2377,29,learn
30908,544695,2406,14,to
30908,544695,2420,30,take
30908,544695,2450,30,care
30908,544695,2480,13,of
30908,544695,2493,6,the
30908,544695,2499,23,<eps>
30908,544695,2522,81,houseplants
30908,544695,2603,24,<eps>
30908,544695,2627,17,as
30908,544695,2644,14,they
30908,544695,2658,37,grow
30908,544695,2695,62,everyday
30908,544695,2757,25,<eps>
30908,544695,2782,15,they
30908,544695,2797,37,<eps>
30908,544695,2834,16,will
30908,544695,2850,40,write
30908,544695,2890,50,<eps>
30908,544695,2940,43,in
30908,544695,2983,15,their
30908,544695,2998,42,journals
30908,544695,3040,4,<backoff1>
30908,544695,3044,34,care
30908,544695,3078,27,<eps>
30908,544695,3105,40,of
30908,544695,3145,26,<backoff2>
30908,544695,3171,28,as
30908,544695,3199,21,they
30908,544695,3220,32,learn
30908,544695,3252,22,<eps>
30908,544695,3274,41,about
30908,544695,3315,37,the
30908,544695,3352,22,<eps>
30908,544695,3374,53,needs
30908,544695,3427,10,<eps>
30908,544695,3437,30,of
30908,544695,3467,20,their
30908,544695,3487,95,plants
30908,544695,3582,23,<eps>
30908,544695,3605,26,at
30908,544695,3631,22,the
30908,544695,3653,16,end
30908,544695,3669,11,of
30908,544695,3680,10,the
30908,544695,3690,25,school
30908,544695,3715,30,year
30908,544695,3745,17,they
30908,544695,3762,13,will
30908,544695,3775,35,take
30908,544695,3810,18,their
30908,544695,3828,34,plants
30908,544695,3862,31,home
30908,544695,3893,47,<eps>
30908,544695,3940,23,but
30908,544695,3963,15,for
30908,544695,3978,52,now
30908,544695,4030,18,<eps>
30908,544695,4048,6,the
30908,544695,4054,67,classroom
30908,544695,4121,56,<eps>
30908,544695,4177,40,is
30908,544695,4217,23,<eps>
30908,544695,4240,59,much
30908,544695,4299,62,<eps>
30908,544695,4361,59,greener
30908,544695,4420,136,<eps>
30908,544695,4556,20,with
30908,544695,4576,37,so
30908,544695,4613,22,many
30908,544695,4635,31,different
30908,544695,4666,50,plants
30908,544695,4716,20,<eps>
30908,544695,4736,40,around
30908,544695,4776,22,the
30908,544695,4798,24,room
30908,544695,4822,129,<eps>
30915,544814,0,162,<eps>
30915,544814,162,34,room
30915,544814,196,149,<eps>
30915,544814,345,37,six
30915,544814,382,19,<eps>
30915,544814,401,42,is
30915,544814,443,48,<eps>
30915,544814,491,40,learning
30915,544814,531,147,<eps>
30915,544814,678,14,to
30915,544814,692,59,grow
30915,544814,751,510,<eps>
30915,544814,1261,38,<backoff1>
30915,544814,1299,83,home
30915,544814,1382,238,<eps>
30915,544814,1620,30,but
30915,544814,1650,36,<eps>
30915,544814,1686,81,<backoff1>
30915,544814,1767,341,<eps>
30915,544814,2108,44,room
30915,544814,2152,45,<eps>
30915,544814,2197,62,six
30915,544814,2259,39,<eps>
30915,544814,2298,27,is
30915,544814,2325,16,<eps>
30915,544814,2341,60,learning
30915,544814,2401,3,<backoff1>
30915,544814,2404,83,learning
30915,544814,2487,204,<eps>
30915,544814,2691,19,to
30915,544814,2710,52,grow
30915,544814,2762,181,plants
30915,544814,2943,164,<eps>
30915,544814,3107,6,each
30915,544814,3113,43,student
30915,544814,3156,166,<eps>
30915,544814,3322,80,<backoff1>
30915,544814,3402,119,<eps>
30915,544814,3521,75,has
30915,544814,3596,3,<eps>
30915,544814,3599,19,a
30915,544814,3618,61,plant
30915,544814,3679,15,<eps>
30915,544814,3694,59,and
30915,544814,3753,69,<eps>
30915,544814,3822,42,a
30915,544814,3864,72,pot
30915,544814,3936,68,<eps>
30915,544814,4004,26,the
30915,544814,4030,58,kids
30915,544814,4088,10,will
30915,544814,4098,40,learn
30915,544814,4138,25,<eps>
30915,544814,4163,19,to
30915,544814,4182,28,take
30915,544814,4210,46,care
30915,544814,4256,33,of
30915,544814,4289,62,<eps>
30915,544814,4351,38,the
30915,544814,4389,175,<eps>
30915,544814,4564,89,houseplants
30915,544814,4653,13,as
30915,544814,4666,30,<eps>
30915,544814,4696,34,they
30915,544814,4730,3,<backoff1>
30915,544814,4733,57,has
30915,544814,4790,10,<eps>
30915,544814,4800,25,a
30915,544814,4825,46,<eps>
30915,544814,4871,41,plant
30915,544814,4912,177,<backoff1>
30915,544814,5089,34,they
30915,544814,5123,3,<eps>
30915,544814,5126,82,grow
30915,544814,5208,66,<eps>
30915,544814,5274,123,everyday
30915,544814,5397,4,<backoff1>
30915,544814,5401,29,plant
30915,544814,5430,90,<eps>
30915,544814,5520,17,and
30915,544814,5537,43,a
30915,544814,5580,6,<eps>
30915,544814,5586,25,pot
30915,544814,5611,7,the
30915,544814,5618,6,<eps>
30915,544814,5624,41,kids
30915,544814,5665,59,<eps>
30915,544814,5724,51,will
30915,544814,5775,61,<eps>
30915,544814,5836,26,learn
30915,544814,5862,39,to
30915,544814,5901,10,<backoff1>
30915,544814,5911,40,and
30915,544814,5951,77,<eps>
30915,544814,6028,79,a
30915,544814,6107,21,<backoff1>
30915,544814,6128,40,each
30915,544814,6168,4,<backoff1>
30915,544814,6172,83,as
30915,544814,6255,19,<backoff1>
30915,544814,6274,18,<eps>
30915,544814,6292,60,learning
30915,544814,6352,14,to
30915,544814,6366,4,<backoff1>
30915,544814,6370,96,about
30915,544814,6466,61,<eps>
30915,544814,6527,12,the
30915,544814,6539,76,<eps>
30915,544814,6615,110,needs
30915,544814,6725,5,<eps>
30915,544814,6730,6,of
30915,544814,6736,75,their
30915,544814,6811,9,<eps>
30915,544814,6820,18,<backoff2>
30915,544814,6838,49,of
30915,544814,6887,75,<eps>
30915,544814,6962,33,their
30915,544814,6995,83,plants
30915,544814,7078,110,<eps>
30915,544814,7188,138,at
30915,544814,7326,165,<eps>
30915,544814,7491,23,the
30915,544814,7514,4,<eps>
30915,544814,7518,54,end
30915,544814,7572,33,<eps>
30915,544814,7605,22,of
30915,544814,7627,6,the
30915,544814,7633,83,school
30915,544814,7716,12,<backoff1>
30915,544814,7728,48,learning
30915,544814,7776,26,to
30915,544814,7802,61,<eps>
30915,544814,7863,27,grow
30915,544814,7890,84,plants
30915,544814,7974,3,<eps>
30915,544814,7977,29,each
30915,544814,8006,3,<backoff3>
30915,544814,8009,24,will
30915,544814,8033,78,take
30915,544814,8111,4,<backoff1>
30915,544814,8115,114,student
30915,544814,8229,54,<backoff3>
30915,544814,8283,72,plants
30915,544814,8355,9,<eps>
30915,544814,8364,29,home
